image,land_cover
24.0134_71.1648.png,
26.8880_70.3787.png,
25.0292_76.5901.png,Cropland
24.0635_71.1472.png,
23.7047_69.1148.png,
27.4620_69.6853.png,Grassland
21.4135_71.4148.png,Cropland
21.5652_88.3931.png,Permanent_water_bodies
27.0669_77.5402.png,Cropland
21.9416_88.9140.png,Permanent_water_bodies
27.1879_69.7254.png,
24.2458_71.0147.png,
26.1086_67.9475.png,Grassland
24.1644_82.8573.png,Permanent_water_bodies
21.1458_70.0384.png,Permanent_water_bodies
26.7503_89.3018.png,Tree_cover
26.7879_70.1788.png,
29.3292_76.1180.png,Cropland
26.7791_74.9990.png,Cropland
23.2546_71.5648.png,
27.3169_77.2287.png,Cropland
24.7707_67.1354.png,Permanent_water_bodies
26.7169_78.1254.png,Cropland
27.4620_67.5266.png,Grassland
27.0207_68.8353.png,Grassland
22.3249_71.8472.png,Cropland
27.2120_68.8177.png,Grassland
25.9884_67.9976.png,Grassland
25.7467_80.0897.png,Cropland
25.2792_76.4666.png,Cropland
23.6249_68.1295.png,
22.2283_69.2181.png,
22.4958_70.6472.png,Cropland
25.3739_88.2255.png,Shrubland
23.9620_68.2476.png,Permanent_water_bodies
28.3380_76.4882.png,Cropland
23.3547_70.9384.png,Built-up
27.0555_75.1288.png,Cropland
23.9135_68.6060.png,
21.7135_72.4560.png,
27.0618_88.7519.png,Tree_cover
25.7467_78.9249.png,Cropland
23.8796_67.6354.png,Permanent_water_bodies
27.5620_69.5853.png,Grassland
24.2249_68.8148.png,
26.8792_70.4490.png,
25.2968_75.7078.png,Cropland
24.0283_69.4384.png,Built-up
24.3047_68.8384.png,Built-up
21.5135_72.4148.png,
27.0791_69.8754.png,
20.7371_70.6682.png,
23.8959_68.2148.png,
26.8555_70.3989.png,
26.4296_69.4678.png,Grassland
25.6292_79.4985.png,Cropland
25.7467_78.8661.png,Grassland
22.4782_69.7383.png,
21.8870_72.3560.png,
24.2883_70.5589.png,Grassland
26.2795_67.6975.png,Grassland
21.5635_72.5682.png,
27.2055_71.1902.png,
24.2959_71.0182.png,Built-up
23.9782_69.6471.png,Built-up
27.3086_67.5266.png,Grassland
26.4120_67.4441.png,Grassland
26.6916_89.5931.png,Tree_cover
21.5459_72.3060.png,
25.9791_80.0161.png,Grassland
24.1644_82.8661.png,
27.3379_74.0754.png,Cropland
27.0086_68.8590.png,Grassland
20.6749_70.8060.png,
22.2249_72.7884.png,
24.2296_70.8678.png,Grassland
25.4258_79.1073.png,Grassland
26.8203_71.8402.png,Built-up
23.4135_70.4182.png,Cropland
21.3749_72.5972.png,
26.0086_69.4678.png,Grassland
25.8707_68.1266.png,Grassland
24.8384_66.7442.png,Permanent_water_bodies
25.0791_76.0787.png,Grassland
21.5749_72.5147.png,
25.7203_76.3788.png,Grassland
25.6207_68.1975.png,Grassland
22.0047_72.4795.png,
26.5118_89.8343.png,Tree_cover
27.6967_77.1990.png,Grassland
26.4586_69.4353.png,Grassland
24.1371_70.9182.png,Built-up
26.9555_69.8166.png,Built-up
28.6879_72.5253.png,Built-up
27.3586_67.9942.png,Shrubland
23.7783_70.5648.png,Built-up
28.9117_75.7558.png,Cropland
26.9170_70.2078.png,Built-up
23.3249_71.1060.png,Built-up
21.5371_72.2796.png,Cropland
26.6383_68.6090.png,Grassland
24.1371_69.1559.png,Permanent_water_bodies
27.5295_69.7178.png,Grassland
21.6783_72.4971.png,Cropland
24.2086_67.4765.png,Permanent_water_bodies
23.4371_71.1648.png,Permanent_water_bodies
26.8503_89.1141.png,Tree_cover
26.8472_69.2942.png,Grassland
27.5586_69.7678.png,Grassland
23.6991_89.9806.png,Permanent_water_bodies
23.7458_70.0648.png,Cropland
27.6471_69.4265.png,Grassland
27.3880_74.4666.png,Grassland
25.0170_76.1788.png,Grassland
28.1617_76.0470.png,Grassland
23.4870_70.1181.png,Permanent_water_bodies
27.3704_77.1666.png,Grassland
25.8757_78.9897.png,Cropland
24.1547_70.6060.png,Permanent_water_bodies
26.9472_69.1765.png,Grassland
27.0618_88.6842.png,Tree_cover
27.7384_69.8678.png,Grassland
25.1879_76.5254.png,Tree_cover
21.9827_88.6141.png,Built-up
27.8467_82.1249.png,Tree_cover
22.5134_69.0972.png,Cropland
26.8472_69.1354.png,Grassland
24.3047_70.5560.png,Permanent_water_bodies
27.1292_74.3754.png,Tree_cover
23.5046_71.1682.png,Permanent_water_bodies
21.4249_72.5972.png,Cropland
27.2670_69.7578.png,
23.9283_68.2796.png,Cropland
24.2795_68.8766.png,Grassland
24.0046_69.1148.png,Cropland
26.9384_68.8089.png,Grassland
24.0879_82.8249.png,Permanent_water_bodies
27.0586_68.7354.png,Grassland
28.3792_72.5788.png,
21.0959_72.5796.png,Cropland
26.5620_69.5475.png,Grassland
24.1135_70.9648.png,Permanent_water_bodies
24.6556_71.1902.png,
24.7792_75.5901.png,Permanent_water_bodies
28.6643_80.5485.png,Tree_cover
28.5379_72.4901.png,
24.1556_82.8073.png,Permanent_water_bodies
24.0207_68.7476.png,Permanent_water_bodies
24.1871_71.0682.png,Permanent_water_bodies
27.2619_68.7678.png,Grassland
21.8959_72.3296.png,Cropland
21.1135_72.6060.png,Cropland
24.2635_70.9681.png,Permanent_water_bodies
24.0459_70.8795.png,Permanent_water_bodies
23.3047_70.9384.png,Permanent_water_bodies
30.3879_77.7073.png,Tree_cover
29.7793_74.9680.png,Grassland
27.6086_67.4976.png,Grassland
23.9749_69.4971.png,Permanent_water_bodies
27.3792_71.1754.png,
25.7670_75.9990.png,Tree_cover
24.1047_69.1295.png,Cropland
29.2705_76.6882.png,Cropland
27.0383_68.7854.png,Grassland
27.3704_69.9288.png,
23.6547_68.4296.png,Cropland
26.6585_68.7590.png,Grassland
29.5469_74.6294.png,Grassland
27.3055_73.8402.png,Tree_cover
23.7458_68.3296.png,Cropland
26.6086_68.6354.png,Grassland
24.1047_71.0147.png,Permanent_water_bodies
22.6783_70.6295.png,Grassland
23.6871_73.2060.png,Cropland
23.6047_68.1647.png,Cropland
26.2208_67.8854.png,Grassland
21.4547_73.9296.png,Cropland
23.3749_71.2647.png,Permanent_water_bodies
27.1556_71.1490.png,
23.7458_72.2295.png,Grassland
22.0635_71.7796.png,Grassland
26.9884_68.8177.png,Grassland
27.0555_69.9754.png,
26.9972_68.7442.png,Grassland
22.6047_70.1383.png,Herbaceous_wetland
27.2291_73.8078.png,Cropland
21.5783_72.2972.png,Cropland
24.1644_82.8161.png,Permanent_water_bodies
24.7379_75.0254.png,Grassland
22.8959_70.7471.png,Cropland
26.0467_79.2749.png,Cropland
27.4384_67.5442.png,Grassland
28.7468_72.4166.png,
25.9884_67.9766.png,Grassland
22.0749_72.4883.png,Herbaceous_wetland
24.1749_71.0884.png,
26.5555_70.4254.png,
26.2971_69.2678.png,Grassland
22.9135_70.3560.png,Herbaceous_wetland
24.0459_70.1796.png,Herbaceous_wetland
24.8792_76.8577.png,Cropland
23.9547_69.0060.png,Herbaceous_wetland
29.7793_76.6646.png,Cropland
25.2467_76.0666.png,Cropland
21.1249_72.0472.png,Herbaceous_wetland
26.5207_68.6765.png,Grassland
27.0618_88.0430.png,Tree_cover
23.9870_70.1060.png,Herbaceous_wetland
26.9972_69.2678.png,Grassland
26.5383_69.2942.png,Grassland
24.0046_70.2383.png,Herbaceous_wetland
21.6249_72.3384.png,Herbaceous_wetland
27.3880_69.9990.png,
24.1959_71.2972.png,
21.2283_69.9296.png,Herbaceous_wetland
24.1547_69.2060.png,
24.3459_71.3384.png,
25.3968_73.0165.png,Cropland
26.8619_69.2942.png,
24.3749_71.3296.png,
22.1959_72.4296.png,Herbaceous_wetland
27.5170_70.0078.png,Built-up
23.2546_71.5560.png,
24.0046_69.2295.png,
24.0749_71.1181.png,
24.0749_70.9182.png,
24.3749_71.0972.png,Permanent_water_bodies
26.8004_89.6431.png,Tree_cover
20.1546_72.7295.png,Herbaceous_wetland
23.4958_68.4059.png,Herbaceous_wetland
26.7208_69.1475.png,
23.6635_68.2182.png,Herbaceous_wetland
27.6972_67.4589.png,
23.9371_69.0384.png,Herbaceous_wetland
28.3467_73.1287.png,Built-up
26.4085_69.7590.png,
21.8459_69.2972.png,Herbaceous_wetland
26.1119_67.9177.png,
21.5249_72.3681.png,Herbaceous_wetland
21.5371_72.3384.png,Herbaceous_wetland
27.3208_68.9353.png,
24.1959_70.9384.png,
27.3055_73.7666.png,Cropland
24.1547_70.7647.png,
24.4708_67.4177.png,Permanent_water_bodies
23.6749_71.0472.png,
26.9291_70.1254.png,Built-up
24.0295_68.7354.png,Permanent_water_bodies
21.3547_69.8472.png,Herbaceous_wetland
23.6459_70.4795.png,Cropland
25.4379_71.7990.png,Cropland
27.6379_82.4783.png,Tree_cover
26.6884_68.7854.png,
28.7292_75.3665.png,Cropland
26.9467_70.0666.png,Built-up
23.1282_68.6471.png,Herbaceous_wetland
23.7193_89.9070.png,Permanent_water_bodies
25.7055_80.0161.png,Grassland
27.5586_69.5853.png,
27.0586_69.2766.png,
24.0471_68.1178.png,Permanent_water_bodies
27.4379_74.4166.png,Cropland
21.0135_70.1884.png,Herbaceous_wetland
26.8883_69.1090.png,
22.7634_70.2647.png,Herbaceous_wetland
26.7703_74.2078.png,Cropland
26.3883_67.7089.png,Permanent_water_bodies
25.3880_76.0578.png,Cropland
29.8969_76.4294.png,Cropland
27.0620_68.8975.png,
27.3120_68.7590.png,
26.7203_78.1254.png,Tree_cover
21.7047_72.3060.png,Herbaceous_wetland
21.8547_69.7972.png,Shrubland
27.3555_77.5073.png,Grassland
21.5959_72.4560.png,Herbaceous_wetland
23.9782_70.5182.png,Permanent_water_bodies
26.4120_69.9854.png,
22.0371_71.8384.png,Cropland
21.5547_70.2972.png,Cropland
25.9643_79.7397.png,Grassland
27.6055_77.4249.png,Grassland
23.6959_68.4972.png,Permanent_water_bodies
24.2047_70.5560.png,
24.4371_70.9795.png,
20.7459_72.8296.png,Permanent_water_bodies
23.9283_70.9060.png,
27.0003_88.6431.png,Tree_cover
25.6468_80.3749.png,Grassland
29.1381_76.0558.png,Grassland
24.0635_70.8472.png,
21.6871_72.3060.png,Permanent_water_bodies
21.4047_73.8181.png,Permanent_water_bodies
25.7296_67.9089.png,
26.0620_67.8265.png,
27.6708_69.7766.png,
21.0871_71.9472.png,Permanent_water_bodies
22.2959_68.9296.png,Permanent_water_bodies
24.3472_68.5976.png,
26.2971_69.7942.png,
23.2783_71.3648.png,
24.1749_71.2972.png,
21.4783_69.7295.png,Permanent_water_bodies
26.6740_89.5430.png,Tree_cover
23.6047_68.1471.png,Permanent_water_bodies
22.5283_70.3296.png,Cropland
27.0651_88.8607.png,Tree_cover
23.6783_69.9795.png,Permanent_water_bodies
23.9708_68.6266.png,Permanent_water_bodies
24.0046_69.2647.png,
24.1120_68.4854.png,Permanent_water_bodies
24.7707_67.1475.png,Permanent_water_bodies
23.8884_67.7177.png,Permanent_water_bodies
24.3783_70.5059.png,
27.6471_69.4475.png,
21.5635_72.5648.png,Permanent_water_bodies
24.0371_70.7559.png,
22.2371_68.9384.png,Permanent_water_bodies
26.7291_69.6287.png,Built-up
24.2282_69.3182.png,
24.0283_71.0648.png,
27.4384_69.5090.png,Built-up
21.8547_72.4384.png,Permanent_water_bodies
21.6282_72.5147.png,Permanent_water_bodies
27.0118_88.2255.png,Tree_cover
22.0871_71.8681.png,Cropland
24.1635_70.8560.png,
21.5871_70.8883.png,Cropland
26.8555_69.9402.png,
22.9047_70.6884.png,Cropland
23.8459_68.4682.png,Permanent_water_bodies
27.4379_74.7166.png,Cropland
21.9749_72.2647.png,Permanent_water_bodies
28.4379_80.8783.png,Tree_cover
21.4283_72.4681.png,Permanent_water_bodies
24.0871_69.0148.png,Permanent_water_bodies
29.0880_76.3058.png,Cropland
27.6791_74.5402.png,Cropland
24.3283_70.5560.png,
24.0134_69.5560.png,
26.9555_73.0490.png,Cropland
22.0635_72.4472.png,Permanent_water_bodies
25.8055_79.1161.png,Cropland
23.9371_70.1181.png,Permanent_water_bodies
21.3870_69.8182.png,Permanent_water_bodies
26.4384_69.5475.png,Built-up
24.5871_71.0972.png,
26.2883_67.8353.png,Built-up
27.1380_74.2489.png,Cropland
27.2380_69.7902.png,
21.4959_72.3884.png,
28.7468_73.1902.png,
26.7169_74.2078.png,Cropland
20.7283_71.0384.png,Permanent_water_bodies
26.3971_69.8353.png,Built-up
22.4870_69.8681.png,Permanent_water_bodies
24.5749_71.1181.png,
24.0283_69.0148.png,Permanent_water_bodies
23.4635_68.4296.png,Permanent_water_bodies
27.7556_71.1754.png,
30.3379_77.7485.png,Tree_cover
21.3958_72.2060.png,
26.6740_89.6019.png,Tree_cover
27.0383_69.3089.png,Built-up
21.5959_71.0059.png,Cropland
21.2547_73.7560.png,
23.8371_70.9681.png,Permanent_water_bodies
23.9547_68.3384.png,
24.2959_71.1295.png,Permanent_water_bodies
22.0047_72.4971.png,
20.1959_72.7295.png,
30.3705_77.5382.png,Tree_cover
24.0371_71.2295.png,Permanent_water_bodies
28.3467_80.4162.png,Tree_cover
27.0827_88.7107.png,Tree_cover
24.0046_68.7472.png,
27.4384_69.4942.png,Built-up
26.7384_69.0976.png,Built-up
28.6643_80.1783.png,Tree_cover
24.1619_68.4589.png,Built-up
23.9958_70.7471.png,Permanent_water_bodies
27.5757_77.4283.png,Grassland
24.0371_71.1181.png,Permanent_water_bodies
24.1371_70.7383.png,Permanent_water_bodies
22.0871_72.3060.png,
24.1459_70.8795.png,Permanent_water_bodies
21.3749_72.6060.png,
28.6292_72.2902.png,
29.7380_73.5077.png,Cropland
25.9472_67.6941.png,Built-up
26.2707_67.5589.png,Built-up
21.4283_72.4648.png,
25.8379_79.9573.png,Grassland
27.4796_69.7854.png,Built-up
24.1884_68.3975.png,Built-up
22.2783_72.5560.png,
21.3749_72.5682.png,
26.7703_69.6287.png,
26.4669_73.8666.png,Cropland
20.9959_70.1884.png,
21.8959_71.6796.png,Cropland
21.4135_72.5972.png,
23.9884_67.4475.png,Permanent_water_bodies
24.1135_68.8182.png,
23.9459_68.3883.png,
24.2635_71.0560.png,Permanent_water_bodies
21.9635_72.2796.png,
29.8116_75.1646.png,Cropland
24.2546_71.0296.png,Permanent_water_bodies
26.8384_69.1475.png,Built-up
23.3249_71.2060.png,Permanent_water_bodies
28.5056_75.1666.png,Grassland
27.4972_69.7354.png,Built-up
21.5135_72.3648.png,
22.8047_70.2796.png,
27.1708_69.2476.png,Built-up
27.1117_88.6930.png,Tree_cover
23.3135_68.5472.png,
27.0967_74.2166.png,Grassland
29.4881_75.6470.png,Cropland
28.6881_75.6294.png,Cropland
27.4208_69.4353.png,Built-up
22.8749_69.9795.png,
24.0749_71.1295.png,Permanent_water_bodies
29.7293_76.4680.png,Cropland
26.6292_74.3288.png,Grassland
27.3291_69.9077.png,Built-up
28.4291_79.9985.png,Tree_cover
27.3055_83.8661.png,Tree_cover
27.7384_69.7766.png,Built-up
27.3883_69.5266.png,Built-up
27.4708_69.7854.png,Built-up
24.2384_69.9854.png,Built-up
26.4296_69.5442.png,Built-up
24.2959_70.4384.png,Permanent_water_bodies
27.0555_70.4666.png,Built-up
26.0056_79.9073.png,Grassland
23.8959_68.5972.png,
24.6967_76.6990.png,Grassland
27.0203_73.7902.png,Grassland
28.4757_80.7661.png,Tree_cover
26.6119_68.6677.png,Built-up
26.8055_70.1166.png,Built-up
25.8472_68.1266.png,Built-up
24.0783_70.7471.png,Permanent_water_bodies
23.4651_85.9641.png,Tree_cover
27.2384_69.2442.png,Built-up
26.5291_70.4788.png,Built-up
26.9170_70.2166.png,Built-up
28.5467_80.2573.png,Tree_cover
23.0504_87.3755.png,Tree_cover
27.1916_88.0430.png,Tree_cover
26.8169_69.8787.png,Built-up
21.8118_87.9518.png,
23.3371_71.2884.png,Permanent_water_bodies
26.0972_69.8975.png,Cropland
24.0783_71.1884.png,Permanent_water_bodies
24.8296_66.8441.png,Herbaceous_wetland
21.6370_71.0182.png,Cropland
23.3283_71.0182.png,Built-up
27.2967_69.9578.png,Built-up
27.6879_82.4073.png,Tree_cover
23.2959_71.4182.png,Built-up
29.2969_75.1970.png,Cropland
26.1796_67.8089.png,Cropland
24.0635_69.4795.png,Built-up
25.8257_78.9573.png,Cropland
27.4296_69.4942.png,Cropland
26.9291_74.5990.png,Grassland
24.5783_71.2796.png,Built-up
24.2047_70.9148.png,Built-up
23.3459_70.4472.png,Cropland
24.3283_70.9648.png,Built-up
23.9459_70.2295.png,Permanent_water_bodies
21.6370_69.5384.png,Permanent_water_bodies
23.5459_71.2647.png,Built-up
26.3291_73.3990.png,Grassland
26.5291_70.4254.png,Cropland
25.9708_69.5853.png,Cropland
23.9870_70.2181.png,Permanent_water_bodies
21.5047_72.3648.png,Permanent_water_bodies
20.8135_70.4795.png,Permanent_water_bodies
25.8586_67.9854.png,Cropland
26.8415_89.5430.png,Tree_cover
22.5046_69.8971.png,Permanent_water_bodies
21.3635_72.6060.png,Permanent_water_bodies
26.8327_89.5254.png,Tree_cover
24.3085_68.9177.png,Cropland
20.9783_71.7559.png,Permanent_water_bodies
27.4379_70.0788.png,Cropland
27.3055_74.0077.png,Grassland
24.1783_70.1148.png,Permanent_water_bodies
27.3792_74.0077.png,Grassland
25.6055_80.7749.png,Cropland
24.1547_70.6383.png,Built-up
27.1703_69.7288.png,Cropland
26.6086_68.6941.png,Cropland
24.8296_66.8975.png,Herbaceous_wetland
24.2458_69.0060.png,Built-up
26.7556_70.4288.png,Cropland
24.8880_76.2754.png,Grassland
24.1459_69.4883.png,Built-up
24.0459_70.3148.png,Permanent_water_bodies
26.8118_89.2640.png,Tree_cover
26.3795_67.5853.png,Cropland
21.4871_72.3060.png,Permanent_water_bodies
23.8208_68.0589.png,Herbaceous_wetland
24.5295_67.3766.png,Herbaceous_wetland
23.4749_71.3148.png,Built-up
27.3467_69.9402.png,Cropland
22.2547_72.6884.png,Permanent_water_bodies
21.2783_72.1560.png,Permanent_water_bodies
25.8055_78.8073.png,Cropland
23.7249_69.9883.png,Permanent_water_bodies
24.0749_71.2148.png,Built-up
27.0739_88.8607.png,Tree_cover
23.7959_70.9296.png,Built-up
22.3459_69.3681.png,Permanent_water_bodies
21.6547_72.4384.png,Permanent_water_bodies
26.9669_70.3288.png,Cropland
21.8749_72.4472.png,Permanent_water_bodies
26.1380_79.0485.png,Cropland
21.5459_72.5972.png,Permanent_water_bodies
26.2296_69.8678.png,Cropland
23.2749_71.2148.png,Built-up
21.7249_72.2796.png,Permanent_water_bodies
23.9283_70.8883.png,Built-up
25.6967_76.5254.png,Grassland
21.9871_72.3384.png,Permanent_water_bodies
25.8971_68.1178.png,Cropland
23.3135_71.4182.png,Built-up
28.4880_80.8249.png,Tree_cover
27.0240_88.7519.png,Tree_cover
21.9416_88.6607.png,Permanent_water_bodies
23.6135_68.1471.png,Permanent_water_bodies
28.6291_80.5283.png,Tree_cover
23.5749_68.3296.png,Permanent_water_bodies
24.4967_78.7249.png,Shrubland
26.2468_79.1161.png,Cropland
24.2282_68.8060.png,Permanent_water_bodies
27.0791_69.9902.png,Built-up
27.0791_70.3288.png,Built-up
24.8120_66.7942.png,Herbaceous_wetland
26.9791_70.4288.png,Built-up
24.2619_69.7178.png,Cropland
26.7967_70.3754.png,Built-up
23.6871_68.2148.png,Permanent_water_bodies
23.9796_68.3265.png,Herbaceous_wetland
21.7249_69.4560.png,Permanent_water_bodies
24.0371_69.5560.png,Built-up
21.9118_88.6842.png,Permanent_water_bodies
27.1916_88.7141.png,Tree_cover
29.8083_75.1558.png,Cropland
27.1379_83.4573.png,
23.4459_71.3296.png,Built-up
21.0871_72.6148.png,Permanent_water_bodies
27.2472_69.6475.png,Cropland
28.1972_69.2975.png,Grassland
26.3296_67.8590.png,Cropland
24.1135_69.0296.png,Permanent_water_bodies
27.0827_88.0518.png,Tree_cover
24.0547_71.0796.png,Built-up
22.1783_72.4883.png,Permanent_water_bodies
24.1749_70.8560.png,Built-up
26.8968_70.0990.png,Built-up
26.9968_73.0990.png,Cropland
25.3880_75.9166.png,Cropland
24.3249_70.5472.png,Permanent_water_bodies
26.7415_88.8141.png,Tree_cover
23.4371_71.2148.png,Permanent_water_bodies
22.1959_72.4182.png,Built-up
22.3459_69.4648.png,Built-up
26.8379_69.9254.png,Built-up
27.2296_69.5442.png,Cropland
23.0783_68.7148.png,Built-up
24.0134_70.1181.png,Built-up
21.5283_72.5884.png,Built-up
21.2871_69.8883.png,Built-up
27.0879_70.3901.png,
27.0791_69.9578.png,Built-up
26.5586_68.6442.png,Cropland
27.2586_69.5354.png,Cropland
26.9669_69.8288.png,
23.9047_68.6383.png,Built-up
26.9884_69.2942.png,Cropland
23.8249_68.8971.png,Permanent_water_bodies
25.9757_79.8661.png,Shrubland
27.4884_68.9589.png,Cropland
27.5379_70.0078.png,
24.1371_70.9296.png,Permanent_water_bodies
27.5586_69.6266.png,Grassland
24.0119_68.7975.png,Herbaceous_wetland
23.9620_67.8854.png,Herbaceous_wetland
24.2472_68.9475.png,Grassland
26.1791_79.3661.png,Shrubland
28.3379_80.4397.png,
23.8959_70.9795.png,Permanent_water_bodies
22.0828_88.2018.png,Permanent_water_bodies
24.5135_71.1560.png,Permanent_water_bodies
25.8296_68.0090.png,Grassland
26.2120_69.7476.png,Grassland
26.9827_88.6431.png,Tree_cover
25.9291_75.9166.png,Cropland
26.4884_69.4089.png,Grassland
28.1555_77.5073.png,Shrubland
27.2384_68.7266.png,Grassland
26.9827_88.6842.png,Tree_cover
27.0703_75.1402.png,Cropland
24.0134_68.7148.png,Built-up
24.0383_68.2942.png,Permanent_water_bodies
21.9328_88.6431.png,Permanent_water_bodies
27.1204_76.9990.png,Cropland
23.1282_68.6647.png,Built-up
24.3459_71.3182.png,Permanent_water_bodies
24.7619_67.0354.png,Permanent_water_bodies
24.6879_71.1666.png,
22.5046_70.6383.png,Grassland
27.1670_74.0288.png,Cropland
22.5134_69.7295.png,Built-up
23.3249_71.0182.png,Permanent_water_bodies
23.8586_67.8766.png,Permanent_water_bodies
21.4959_72.5560.png,Built-up
25.4884_68.1266.png,Grassland
24.2370_68.7972.png,Built-up
22.9283_71.5682.png,Grassland
26.8151_89.5518.png,Tree_cover
21.5547_72.3796.png,Built-up
24.1783_70.5682.png,Permanent_water_bodies
22.4047_68.9472.png,Built-up
24.8467_75.6077.png,Permanent_water_bodies
24.0371_68.8148.png,Built-up
26.7415_89.5140.png,Tree_cover
24.1635_71.1384.png,Permanent_water_bodies
27.4384_69.7975.png,Grassland
26.6416_89.5843.png,Tree_cover
26.3120_67.3975.png,Grassland
23.9547_68.9648.png,Built-up
25.4967_80.0161.png,Grassland
25.4472_67.9589.png,Grassland
26.2296_69.8265.png,Grassland
28.4257_79.9985.png,Tree_cover
21.7283_69.4384.png,Built-up
28.0205_76.9646.png,Cropland
24.3968_83.1897.png,Tree_cover
27.4708_69.5178.png,Grassland
24.3459_70.4883.png,Permanent_water_bodies
25.6143_79.6897.png,Grassland
22.1547_72.3681.png,Built-up
23.9135_68.9796.png,Built-up
27.4379_74.7078.png,Cropland
21.8135_72.2884.png,Built-up
26.9708_69.2975.png,Grassland
24.1635_70.6972.png,Permanent_water_bodies
28.2380_80.5283.png,Tree_cover
28.2556_80.5073.png,Tree_cover
29.1117_76.2180.png,Shrubland
26.7472_68.7178.png,Grassland
23.8283_70.5648.png,Permanent_water_bodies
22.0047_69.1295.png,Built-up
28.4257_80.8283.png,Tree_cover
24.0046_70.8296.png,Permanent_water_bodies
28.6793_75.5558.png,Cropland
23.0249_68.7972.png,Permanent_water_bodies
25.9384_68.0976.png,Grassland
22.0959_72.3182.png,Permanent_water_bodies
21.2749_72.5884.png,Permanent_water_bodies
22.2635_72.3681.png,Permanent_water_bodies
27.6555_82.4573.png,Tree_cover
23.9086_68.2266.png,Permanent_water_bodies
24.6204_71.2166.png,
27.3120_67.4475.png,Grassland
24.0959_69.6796.png,
30.3556_77.5662.png,Tree_cover
24.0585_68.5090.png,Permanent_water_bodies
27.4880_70.1078.png,
26.9669_70.6166.png,
26.8792_74.4666.png,Cropland
22.9283_70.3972.png,Permanent_water_bodies
24.5383_67.2089.png,Permanent_water_bodies
26.8704_78.1754.png,Cropland
27.2468_77.0901.png,Cropland
26.6119_69.6589.png,Grassland
26.7619_68.6589.png,Grassland
29.8969_74.6680.png,Grassland
27.0669_69.7254.png,
27.2291_69.7490.png,
29.4293_76.2470.png,Cropland
26.8467_69.8754.png,
25.5170_76.0989.png,Cropland
27.5119_69.6853.png,Grassland
24.7467_76.7287.png,Cropland
26.6055_70.4754.png,
26.6468_69.8666.png,
24.0959_70.9648.png,
22.1828_88.1754.png,Permanent_water_bodies
28.7055_80.5249.png,Tree_cover
24.0134_70.9795.png,
25.9258_79.4749.png,Grassland
23.9749_69.3296.png,
21.9371_72.4560.png,Permanent_water_bodies
27.6879_77.4161.png,Grassland
25.1380_76.1165.png,Cropland
23.8283_69.5384.png,
26.6258_83.4749.png,Grassland
20.7371_71.1148.png,Permanent_water_bodies
28.6468_72.2990.png,
26.0291_79.2573.png,Grassland
27.5472_69.7766.png,Cropland
27.7879_74.6666.png,Cropland
21.8371_72.4648.png,Permanent_water_bodies
28.4555_80.7897.png,Tree_cover
27.8795_67.5178.png,Cropland
22.2283_72.6384.png,Permanent_water_bodies
22.2047_72.5147.png,Permanent_water_bodies
25.9208_67.9089.png,Cropland
23.7135_69.0884.png,
23.8871_70.9060.png,
22.3870_73.3972.png,Permanent_water_bodies
21.9783_69.1471.png,Permanent_water_bodies
26.8883_69.2089.png,Cropland
21.8547_72.3384.png,Permanent_water_bodies
27.3169_74.3754.png,Cropland
21.5635_71.1295.png,Cropland
23.3004_87.7255.png,Cropland
26.4972_69.3678.png,Cropland
23.3047_71.5472.png,
20.7459_70.6682.png,Permanent_water_bodies
25.5170_76.1077.png,Cropland
26.6796_68.7590.png,Cropland
24.1547_69.4182.png,
24.5871_71.1181.png,
24.0547_70.7972.png,
27.4472_69.1677.png,Cropland
27.7644_81.9485.png,Tree_cover
23.7458_68.5796.png,Permanent_water_bodies
22.3547_69.4795.png,Permanent_water_bodies
22.2783_72.6060.png,Permanent_water_bodies
26.4296_69.3942.png,Cropland
26.5827_89.7607.png,Tree_cover
23.9958_69.5472.png,
26.9085_69.1589.png,Cropland
26.0757_79.2397.png,Grassland
21.9240_88.6930.png,Permanent_water_bodies
27.2055_69.7288.png,Built-up
24.3047_68.8472.png,Built-up
26.8883_69.1765.png,Cropland
24.1795_68.5266.png,
24.1635_70.8384.png,Built-up
23.9958_70.7647.png,Built-up
23.3635_71.4971.png,Built-up
26.1207_67.9177.png,Cropland
24.1208_68.1853.png,
25.1468_76.3401.png,Cropland
21.9459_72.4148.png,Permanent_water_bodies
24.2384_68.9589.png,Cropland
24.7586_67.1442.png,
23.9796_67.9089.png,
26.4879_70.4288.png,Built-up
27.2086_68.8265.png,Cropland
26.9968_70.5754.png,Built-up
23.5283_68.4147.png,Permanent_water_bodies
23.9635_68.9884.png,Permanent_water_bodies
24.1972_68.6765.png,
21.9416_88.7107.png,Permanent_water_bodies
21.4135_72.5059.png,Permanent_water_bodies
26.8467_70.4578.png,
24.1635_70.6560.png,Built-up
24.5292_76.5490.png,Cropland
28.0879_81.3073.png,Tree_cover
26.9291_70.6990.png,
23.9870_70.9060.png,Built-up
29.9203_73.6902.png,Cropland
25.4879_79.2897.png,Grassland
24.3459_70.9883.png,Built-up
24.3296_68.6765.png,
20.7749_70.5384.png,Permanent_water_bodies
29.6643_78.5783.png,Tree_cover
27.6972_69.8353.png,Cropland
20.8749_72.7796.png,Permanent_water_bodies
24.1758_82.8397.png,Permanent_water_bodies
22.4047_69.6682.png,Permanent_water_bodies
24.7379_75.4288.png,Permanent_water_bodies
